Order,Property Id,Property Name,Parent Property Id,Parent Property Name,BBL - 10 digits,"NYC Borough, Block and Lot (BBL) self-reported",NYC Building Identification Number (BIN),Address 1 (self-reported),Address 2,Postal Code,Street Number,Street Name,Borough,DOF Gross Floor Area,Primary Property Type - Self Selected,List of All Property Use Types at Property,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft_),2nd Largest Property Use Type,2nd Largest Property Use - Gross Floor Area (ft_),3rd Largest Property Use Type,3rd Largest Property Use Type - Gross Floor Area (ft_),Year Built,Number of Buildings - Self-reported,Occupancy,Metered Areas (Energy),Metered Areas  (Water),ENERGY STAR Score,Site EUI (kBtu/ft_),Weather Normalized Site EUI (kBtu/ft_),Weather Normalized Site Electricity Intensity (kWh/ft_),Weather Normalized Site Natural Gas Intensity (therms/ft_),Weather Normalized Source EUI (kBtu/ft_),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft_),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft_),Source EUI (kBtu/ft_),Release Date,Water Required?,DOF Benchmarking Submission Status
N/A,2051345,Mount Sinai - St. Luke's,2051345,Mount Sinai - St. Luke's,1018660001; 1018670001; 1018670005,1-01866-0001; 1-01867-0001; 1-01867-0005,1056035;1084030;1084028;1084029;1084031;1084033;1084032; 1056036,1111 Amsterdam Avenue,Not Available,10025,Not Available,Not Available,Not Available,Not Available,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),1134614,Not Available,Not Available,Not Available,Not Available,1896,3,100,Whole Building,Whole Building,37,276,283.8,25.8,1.9,481.8,Not Available,6633107.4,Not Available,Not Available,Not Available,Not Available,204502190.7,2154397.6,101976023.5,29287807.9,20817.7,11354.3,9463.3,1134614,32503.6,28.65,477.4,4/27/17 7:27 AM,,
N/A,3616164,Penn South,3616164,Penn South,1007520001; 1007490001; 1007490024; 1007470001; 1007510001; 1007480001,1-00752-0001; 1-00749-0001; 1-00749-0024; 1-00747-0001; 1-00751-0001; 1-00748-0001,Not Available,321 Eighth Ave,Not Available,10001,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,"Multifamily Housing, Other",Multifamily Housing,3151841,Other,0,Not Available,Not Available,1960,14,100,Whole Building,Whole Building,88,89.3,Not Available,Not Available,Not Available,Not Available,Not Available,73383129.9,Not Available,Not Available,Not Available,Not Available,202302706.2,Not Available,5625553.8,Not Available,16713,16191,522,3151841,146180.5,46.38,96.5,4/3/17 11:26 AM,,
N/A,3616678,Spring Creek Towers (WEGO & HCR),3616678,Spring Creek Towers (WEGO & HCR),3044520135;3044520015;3044520125;3044520060;3044520325;3044350050;3044350001;3044520085;3044520001;3044520020;3044520200;3044350050;3044520105;3044520010; 3044520040,3044520135;3044520015;3044520125;3044520060;3044520325;3044350050;3044350001;3044520085;3044520001;3044520020;3044520200;3044350050;3044520105;3044520010; 3044520040,3397020;3343583;3343590;3343584;3343585;3343586;3343587;3343588;3343589;3343591;3343595;3343596;3343597;3343592;3336173;3336177;3336174;3336175;3336176;3342906;3342907;3342908;3342901;3342902;3342903;3342904;3342905;3843388;3391210;3340239;3340240;3340241;3340243;3340244;3391208;3340238;3340242;3396722;3396723;3391209;3397019;3343598;3343599;3343600;3343601;3343602;3343603;3343604;3343605;3343606;3343607;3343608;3345673;3391207;3823956;3098297;3098293;3098299;3098298;3098295;3098300;3098296;3856729;3098291,155 Elmira Loop,Not Available,11239,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,"Bank Branch, College/University, Fast Food Restaurant, Financial Office, K-12 School, Medical Office, Multifamily Housing, Office, Other, Other - Services, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc.), Restaurant, Retail Store, Supermarket/Grocery Store",Multifamily Housing,7274115,Parking,871200,Other,141582,1971,57,100,Whole Building,Not Available,3,209.3,208.9,Not Available,2,218.9,Not Available,23322979.7,Not Available,46900980.8,Not Available,Not Available,1535320638,15165321.1,Not Available,Not Available,86813,86813,0,7672280,Not Available,Not Available,219.4,7/24/17 10:20 AM,,
N/A,3987327,MS The Center for Science and Medicine,3987327,MS The Center for Science and Medicine,1016070005;1016077503,"1016070005, 1016077503","1088796, 1051489",4 E 102nd St,Not Available,10029,Not Available,Not Available,Not Available,Not Available,Other - Specialty Hospital,"Multifamily Housing, Other - Specialty Hospital",Other - Specialty Hospital,466900,Multifamily Housing,458805,Not Available,Not Available,2012,2,100,Whole Building,Not Available,Not Available,317.8,317.6,26.3,2.2,520.5,Not Available,6889675.5,Not Available,Not Available,Not Available,Not Available,204376390.7,2042122.5,82938375.7,24307844.6,19063.3,11366.7,7696.7,925705,Not Available,Not Available,520.7,4/21/17 7:56 AM,,
N/A,4041227,E&&M Lafayette Morrison,4041227,E&&M Lafayette Morrison,2036270050;2036270040;2036270030;2036270020,2036270050:2036270040:2036270030:2036270020,2092724:2092723:2092725:2092726,820 Boynton Ave.,Not Available,10473,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1115400,Not Available,Not Available,Not Available,Not Available,1962,4,95,Whole Building,Whole Building,96,26.1,26.8,6.1,0.1,71.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5136913.3,67252.7,23942003.4,6805552.7,2494.7,272.8,2221.8,1115400,Not Available,Not Available,72.2,6/13/17 1:25 PM,,
N/A,4471596,BOULEVARD/LINDEN CAMPUS,4471596,BOULEVARD/LINDEN CAMPUS,3043550001;3043760001;3043770001;3043710001;3043750001;3043930001;3043970001;3043750050;3043760050,3043550001;3043760001;3043770001;3043710001;3043750001;3043930001;3043970001;3043750050;3043760050,3324162;3324274;3324275;3324276;3324277;3324278;3324279;3324280;3324285;3324286;3324287;3324288;3324289;3324290;3324292;3324293;3324294;3324295;3396477;3324015;3324016;3324017;3324018;3324019;3324020;3324021;3324022;3324281;3324282;3324283;3324284;3337061;3337062;3337065;3337066;3337067;3337068;3337069,785 SCHENCK AVENUE,Not Available,11207,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,3117306,Not Available,Not Available,Not Available,Not Available,1951,40,100,Whole Building,Not Available,22,114.6,120.3,6.7,1,174.4,Not Available,601956,Not Available,Not Available,Not Available,Not Available,283693110.7,3027053.2,72919595.6,21030123.4,21879.9,15113,6766.9,3117306,Not Available,Not Available,169.2,6/2/17 10:45 AM,,
N/A,2830965,BOULEVARD,4471596,BOULEVARD/LINDEN CAMPUS,3043550001;3043760001;3043770001;3043750050,3043550001;3043760001;3043770001;3043750050,3324162;3324274;3324275;3324276;3324277;3324278;3324279;3324280;3324285;3324286;3324287;3324288;3324289;3324290;3324292;3324293;3324294;3324295;3396477,785 SCHENCK AVENUE,Not Available,11207,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1476675,Not Available,Not Available,Not Available,Not Available,1951,1,100,Whole Building,Not Available,92,88.8,95.2,0,1,99.9,Not Available,26220,Not Available,Not Available,Not Available,Not Available,131097585.7,1405000.1,2456.6,720,6965.4,6965.2,0.2,1476675,Not Available,Not Available,93.2,6/2/17 10:45 AM,,
N/A,2831096,LINDEN,4471596,BOULEVARD/LINDEN CAMPUS,3043710001;3043750001;3043760001;3043930001;3043970001;3043750050;3043760050,3043710001;3043750001;3043760001;3043930001;3043970001;3043750050;3043760050,3324015;3324016;3324017;3324018;3324019;3324020;3324021;3324022;3324281;3324282;3324283;3324284;3337061;3337062;3337065;3337066;3337067;3337068;3337069;3396477,570 STANLEY AVENUE,Not Available,11207,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1640631,Not Available,Not Available,Not Available,Not Available,1958,1,100,Whole Building,Not Available,93,93.4,99.2,Not Available,1,104.2,Not Available,575736,Not Available,Not Available,Not Available,Not Available,152595525,1621845.9,Not Available,Not Available,8147.8,8147.8,0,1640631,Not Available,Not Available,98,6/2/17 10:55 AM,,
N/A,3128087,BOULEVARD/LINDEN,4471596,BOULEVARD/LINDEN CAMPUS,3043550001;3043760001;3043770001;3043710001;3043750001;3043930001;3043970001;3043750050;3043760050,3043550001;3043760001;3043770001;3043710001;3043750001;3043930001;3043970001;3043750050;3043760050,3324162;3324274;3324275;3324276;3324277;3324278;3324279;3324280;3324285;3324286;3324287;3324288;3324289;3324290;3324292;3324293;3324294;3324295;3396477;3324015;3324016;3324017;3324018;3324019;3324020;3324021;3324022;3324281;3324282;3324283;3324284;3337061;3337062;3337065;3337066;3337067;3337068;3337069,785 SCHENCK AVENUE,Not Available,11207,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,3117306,Not Available,Not Available,Not Available,Not Available,1951,1,100,Whole Building,Not Available,99,23.4,23,6.7,Not Available,72.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,72917139,21029409,6766.7,0,6766.7,3117306,Not Available,Not Available,73.4,6/2/17 10:45 AM,,
N/A,4472723,ALBANY/ALBANY II CAMPUS,4472723,ALBANY/ALBANY II CAMPUS,3013520080;3013520001,3013520080;3013520001,3324612;3324613;3324614;3324615;3324616;3324617;3324609;3324610;3324611,180 TROY AVENUE,Not Available,11213,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1128400,Not Available,Not Available,Not Available,Not Available,1957,9,100,Whole Building,Whole Building,28,119.4,126.8,7.1,1,183.4,Not Available,0,Not Available,Not Available,Not Available,Not Available,107018418.1,1158467.3,27679592.9,7967210.1,8252.9,5684.3,2568.7,1128400,46895.4,41.56,176.6,6/2/17 10:45 AM,,
N/A,2830932,ALBANY,4472723,ALBANY/ALBANY II CAMPUS,3013520080,3013520080,3324612;3324613;3324614;3324615;3324616;3324617,180 TROY AVENUE,Not Available,11213,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,753400,Not Available,Not Available,Not Available,Not Available,1957,1,100,Whole Building,Not Available,100,0,0,0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,0,753400,Not Available,Not Available,0,6/2/17 10:45 AM,,
N/A,3128084,ALBANY/ALBANY II,4472723,ALBANY/ALBANY II CAMPUS,3013520080;3013520001,3013520080;3013520001,3324612;3324613;3324614;3324615;3324616;3324617;3324609;3324610;3324611,180 TROY AVENUE,Not Available,11213,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1128400,Not Available,Not Available,Not Available,Not Available,1957,1,100,Whole Building,Whole Building,28,119.4,126.8,7.1,1,183.4,Not Available,0,Not Available,Not Available,Not Available,Not Available,107018418.1,1158467.3,27679592.9,7967210.1,8252.9,5684.3,2568.7,1128400,46895.4,41.56,176.6,6/2/17 10:45 AM,,
N/A,4472913,BRONX RIVER/BRONX RIVER ADDITION CAMPUS,4472913,BRONX RIVER/BRONX RIVER ADDITION CAMPUS,2038860002;2038660031;2038680033,2038860002;2038660031;2038680033,2092902;2092903;2092904;2092905;2092906;2092907;2092908;2092909;2092911;2098986;2027475;2027550,1455 HARROD AVENUE,Not Available,10472,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1371120,Not Available,Not Available,Not Available,Not Available,1966,12,100,Whole Building,Whole Building,28,115.7,121.8,7.1,1,178.8,Not Available,0,Not Available,Not Available,Not Available,Not Available,124426960.5,1335497.4,34165159.6,9794352.8,9779.4,6608.9,3170.5,1371120,109997.3,80.22,173.5,6/2/17 10:45 AM,,
N/A,2830970,BRONX RIVER,4472913,BRONX RIVER/BRONX RIVER ADDITION CAMPUS,2038860002,2038860002,2092902;2092903;2092904;2092905;2092906;2092907;2092908;2092909;2092911;2098986,1455 HARROD AVENUE,Not Available,10472,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1244450,Not Available,Not Available,Not Available,Not Available,1966,1,100,Whole Building,Whole Building,99,32.2,31.7,7.2,0.1,84.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8939485.1,91088,31072423.5,8899524.4,3358.3,474.8,2883.5,1244450,109997.3,88.39,85.9,6/2/17 10:45 AM,,
N/A,2830971,BRONX RIVER ADDITION,4472913,BRONX RIVER/BRONX RIVER ADDITION CAMPUS,2038660031;2038680033,2038660031;2038680033,2027475;2027550,1350 MANOR AVENUE,Not Available,10472,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,126670,Not Available,Not Available,Not Available,Not Available,1966,1,100,Whole Building,Not Available,99,30.5,29.9,7,0.1,81,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,765781.4,7896.3,3092736.1,880391,327.7,40.7,287,126670,Not Available,Not Available,83,6/2/17 10:45 AM,,
N/A,3128108,BRONX RIVER/BRONX RIVER ADDITION,4472913,BRONX RIVER/BRONX RIVER ADDITION CAMPUS,2038860002;2038660031;2038680033,2038860002;2038660031;2038680033,2092902;2092903;2092904;2092905;2092906;2092907;2092908;2092909;2092911;2098986;2027475;2027550,1455 HARROD AVENUE,Not Available,10472,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1371120,Not Available,Not Available,Not Available,Not Available,1966,1,100,Whole Building,Not Available,98,83.7,89.9,Not Available,0.9,94.4,Not Available,0,Not Available,Not Available,Not Available,Not Available,114721694,1232269.8,Not Available,Not Available,6093.4,6093.4,0,1371120,Not Available,Not Available,87.9,6/2/17 10:45 AM,,
N/A,4473862,BROWNSVILLE/VAN DYKE I/VAN DYKE II/WOODSON CAMPUS,4473862,BROWNSVILLE/VAN DYKE I/VAN DYKE II/WOODSON CAMPUS,3035440001;3035610001;3037600001;3037770001;3037940001;3037800001;3037970001,3035440001;3035610001;3037600001;3037770001;3037940001;3037800001;3037970001,3325326;3326508;3326509;3326510;3326511;3326512;3326513;3326514;3326515;3326516;3326517;3326518;3326519;3326520;3326521;3326522;3326523;3326524;3326525;3326526;3326527;3326528;3326529;3326530;3326531;3334334;3344722;3000000;3328024;3328025;3328026;3328027;3328028;3328029;3328030;3328031;3328032;3328040;3328041;3328042;3328043;3328044;3328045;3328046;3328127;3328129;3328130;3328131;3328132;3339378;3394294;3328126;3084418;3328133,284 SUTTER AVENUE,Not Available,11212,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,3227500,Not Available,Not Available,Not Available,Not Available,1948,53,100,Whole Building,Not Available,12,137.7,143.1,7.1,1.1,200.7,Not Available,21274079.8,Not Available,Not Available,Not Available,Not Available,343521349.6,3622876.7,79672420.7,22956546.7,27218.4,19824.8,7393.6,3227500,Not Available,Not Available,195.9,6/2/17 10:45 AM,,
N/A,2830974,BROWNSVILLE,4473862,BROWNSVILLE/VAN DYKE I/VAN DYKE II/WOODSON CAMPUS,3035440001;3035610001,3035440001;3035610001,3325326;3326508;3326509;3326510;3326511;3326512;3326513;3326514;3326515;3326516;3326517;3326518;3326519;3326520;3326521;3326522;3326523;3326524;3326525;3326526;3326527;3326528;3326529;3326530;3326531;3334334;3344722,284 SUTTER AVENUE,Not Available,11212,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1233950,Not Available,Not Available,Not Available,Not Available,1948,1,100,Whole Building,Not Available,88,107.3,113.6,0,1.1,119.5,Not Available,0,Not Available,Not Available,Not Available,Not Available,132242838.6,1401061.7,100683.2,29508.5,7033.4,7024,9.3,1233950,Not Available,Not Available,112.8,6/2/17 10:45 AM,,
N/A,2830975,BROWNSVILLE/VAN DYKE I,4473862,BROWNSVILLE/VAN DYKE I/VAN DYKE II/WOODSON CAMPUS,3035440001;3035610001;3037600001;3037770001;3037940001,3035440001;3035610001;3037600001;3037770001;3037940001,3325326;3326508;3326509;3326510;3326511;3326512;3326513;3326514;3326515;3326516;3326517;3326518;3326519;3326520;3326521;3326522;3326523;3326524;3326525;3326526;3326527;3326528;3326529;3326530;3326531;3334334;3344722;3000000;3328024;3328025;3328026;3328027;3328028;3328029;3328030;3328031;3328032;3328040;3328041;3328042;3328043;3328044;3328045;3328046;3328127;3328129;3328130;3328131;3328132;3339378;3394294,284 SUTTER AVENUE,Not Available,11212,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,2809400,Not Available,Not Available,Not Available,Not Available,1955,1,100,Whole Building,Not Available,99,25.6,25.2,7.4,Not Available,79.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,72060705.2,20757288.8,6687.2,0,6687.2,2809400,Not Available,Not Available,80.5,6/2/17 10:45 AM,,
N/A,2831232,VAN DYKE I,4473862,BROWNSVILLE/VAN DYKE I/VAN DYKE II/WOODSON CAMPUS,3037600001;3037770001;3037940001,3037600001;3037770001;3037940001,3000000;3328024;3328025;3328026;3328027;3328028;3328029;3328030;3328031;3328032;3328040;3328041;3328042;3328043;3328044;3328045;3328046;3328127;3328129;3328130;3328131;3328132;3339378;3394294,414 SUTTER AVENUE,Not Available,11212,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1575450,Not Available,Not Available,Not Available,Not Available,1955,1,100,Whole Building,Not Available,100,6.3,6.4,0.2,0.1,8.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8758110.2,90143.5,1105570.7,315608.7,567.8,465.2,102.6,1575450,Not Available,Not Available,8,6/2/17 11:13 AM,,
N/A,2831268,WOODSON,4473862,BROWNSVILLE/VAN DYKE I/VAN DYKE II/WOODSON CAMPUS,3037800001;3037970001,3037800001;3037970001,3084418;3328133,393 POWELL STREET,Not Available,11212,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,276300,Not Available,Not Available,Not Available,Not Available,1970,1,100,Whole Building,Not Available,9,147.4,154.3,6.7,0.5,206.5,Not Available,21274079.8,Not Available,Not Available,Not Available,Not Available,13037195.6,130372,6405461.6,1855231.8,2865.6,2271.2,594.4,276300,Not Available,Not Available,200.1,6/2/17 11:13 AM,,
N/A,3128125,VAN DYKE I/VAN DYKE II,4473862,BROWNSVILLE/VAN DYKE I/VAN DYKE II/WOODSON CAMPUS,3037600001;3037770001;3037940001,3037600001;3037770001;3037940001,3000000;3328024;3328025;3328026;3328027;3328028;3328029;3328030;3328031;3328032;3328040;3328041;3328042;3328043;3328044;3328045;3328046;3328127;3328129;3328130;3328131;3328132;3339378;3394294;3328126,414 SUTTER AVENUE,Not Available,11212,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1717250,Not Available,Not Available,Not Available,Not Available,1955,1,100,Whole Building,Not Available,77,110.6,116.3,0.4,1.1,125,Not Available,0,Not Available,Not Available,Not Available,Not Available,187523605.5,1973281.1,2391212.3,689519.8,10182.2,9960.3,221.9,1717250,Not Available,Not Available,119,6/2/17 11:13 AM,,
N/A,3128126,VAN DYKE II/WOODSON,4473862,BROWNSVILLE/VAN DYKE I/VAN DYKE II/WOODSON CAMPUS,3037800001;3037970001;3037940001,3037800001;3037970001;3037940001,3328126;3084418;3328133,430 DUMONT AVENUE,Not Available,11212,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,418100,Not Available,Not Available,Not Available,Not Available,1964,1,100,Whole Building,Not Available,100,4.7,4.7,Not Available,0,4.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1959599.7,19596,Not Available,Not Available,104.1,104.1,0,418100,Not Available,Not Available,4.9,6/2/17 11:13 AM,,
N/A,4473875,BUSHWICK/HYLAN CAMPUS,4473875,BUSHWICK/HYLAN CAMPUS,3031290001;3030980001,3031290001;3030980001,3338432;3338433;3338434;3338435;3338436;3338437;3338438;3338439;3071469,811 FLUSHING AVENUE,Not Available,11206,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1552000,Not Available,Not Available,Not Available,Not Available,1960,9,100,Whole Building,Whole Building,20,123.5,130,6.7,1.1,184.3,Not Available,2784840,Not Available,Not Available,Not Available,Not Available,152649293.1,1634105.3,36271649.3,10418209.8,11680.6,8314.6,3366,1552000,Not Available,Not Available,178.5,6/2/17 10:45 AM,,
N/A,2831074,HYLAN,4473875,BUSHWICK/HYLAN CAMPUS,3030980001,3030980001,3071469,131 MOORE STREET,Not Available,11206,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,224400,Not Available,Not Available,Not Available,Not Available,1960,1,100,Whole Building,Not Available,100,26.3,26.3,6.4,0,73.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,984908.5,9849.1,4919318.4,1441769.6,508.8,52.3,456.5,224400,Not Available,Not Available,73.4,6/2/17 10:49 AM,,
N/A,2830977,BUSHWICK,4473875,BUSHWICK/HYLAN CAMPUS,3031290001,3031290001,3338432;3338433;3338434;3338435;3338436;3338437;3338438;3338439,811 FLUSHING AVENUE,Not Available,11206,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1327600,Not Available,Not Available,Not Available,Not Available,1960,1,100,Whole Building,Whole Building,99,28.1,27.7,6.8,0,77.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5934811.6,60971.9,31352330.9,8999025.5,3224.7,315.2,2909.5,1327600,Not Available,Not Available,78.8,6/2/17 10:45 AM,,
N/A,3128109,BUSHWICK/HYLAN,4473875,BUSHWICK/HYLAN CAMPUS,3031290001;3030980001,3031290001;3030980001,3338432;3338433;3338434;3338435;3338436;3338437;3338438;3338439;3071469,811 FLUSHING AVENUE,Not Available,11206,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1552000,Not Available,Not Available,Not Available,Not Available,1960,1,100,Whole Building,Not Available,92,95.7,102.6,Not Available,1,107.7,Not Available,2784840,Not Available,Not Available,Not Available,Not Available,145729573,1564438.5,Not Available,Not Available,7947.1,7947.1,0,1552000,Not Available,Not Available,100.4,6/2/17 10:45 AM,,
N/A,4473882,CLASON POINT GARDENS/SOUNDVIEW CAMPUS,4473882,CLASON POINT GARDENS/SOUNDVIEW CAMPUS,2035910001;2036330001;2035150001;2035510001,2035910001;2036330001;2035150001;2035510001,2092682;2092683;2092684;2092685;2092686;2092687;2092688;2092689;2092690;2092691;2092692;2092693;2092694;2092695;2092696;2092697;2092727;2092728;2092729;2092730;2092731;2092732;2092733;2092734;2092735;2092736;2092737;2092738;2092739;2092740;2092741;2092742;2092743;2092744;2092745;2092746;2092747;2095238;2095239;2095240;2095241;2095242;2095243;2095244;2095245;2095246;2092604;2092605;2092608;2092610;2092611;2092638;2092647;2092649;2092651;2092652;2092654;2092656;2092659;2112985;2112986,865 NOBLE AVENUE,Not Available,10473,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1538500,Not Available,Not Available,Not Available,Not Available,1941,61,100,Whole Building,Not Available,5,163.4,Not Available,8.5,Not Available,Not Available,Not Available,39747036.8,Not Available,Not Available,Not Available,Not Available,166222160.1,Not Available,45491320.5,13017474.4,16000,11778.4,4221.6,1538500,Not Available,Not Available,232.4,6/2/17 10:49 AM,,
N/A,2830996,CLASON POINT GARDENS,4473882,CLASON POINT GARDENS/SOUNDVIEW CAMPUS,2035910001;2036330001,2035910001;2036330001,2092682;2092683;2092684;2092685;2092686;2092687;2092688;2092689;2092690;2092691;2092692;2092693;2092694;2092695;2092696;2092697;2092727;2092728;2092729;2092730;2092731;2092732;2092733;2092734;2092735;2092736;2092737;2092738;2092739;2092740;2092741;2092742;2092743;2092744;2092745;2092746;2092747;2095238;2095239;2095240;2095241;2095242;2095243;2095244;2095245;2095246,865 NOBLE AVENUE,Not Available,10473,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,349800,Not Available,Not Available,Not Available,Not Available,1941,1,100,Whole Building,Not Available,12,179.6,198.6,Not Available,2,208.5,Not Available,0,Not Available,Not Available,Not Available,Not Available,62838335.4,694677.6,Not Available,Not Available,3337.6,3337.6,0,349800,Not Available,Not Available,188.6,6/2/17 10:49 AM,,
N/A,2830997,CLASON POINT GARDENS/SOUNDVIEW,4473882,CLASON POINT GARDENS/SOUNDVIEW CAMPUS,2035910001;2036330001;2035150001;2035510001,2035910001;2036330001;2035150001;2035510001,2092682;2092683;2092684;2092685;2092686;2092687;2092688;2092689;2092690;2092691;2092692;2092693;2092694;2092695;2092696;2092697;2092727;2092728;2092729;2092730;2092731;2092732;2092733;2092734;2092735;2092736;2092737;2092738;2092739;2092740;2092741;2092742;2092743;2092744;2092745;2092746;2092747;2095238;2095239;2095240;2095241;2095242;2095243;2095244;2095245;2095246;2092604;2092605;2092608;2092610;2092611;2092638;2092647;2092649;2092651;2092652;2092654;2092656;2092659;2112985;2112986,865 NOBLE AVENUE,Not Available,10473,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1538500,Not Available,Not Available,Not Available,Not Available,1954,1,100,Whole Building,Not Available,96,33.7,Not Available,8.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6327466.1,Not Available,45491320.5,13017474.4,4557.7,336.1,4221.6,1538500,Not Available,Not Available,97.2,6/2/17 10:49 AM,,
N/A,2831193,SOUNDVIEW,4473882,CLASON POINT GARDENS/SOUNDVIEW CAMPUS,2035150001;2035510001,2035150001;2035510001,2092604;2092605;2092608;2092610;2092611;2092638;2092647;2092649;2092651;2092652;2092654;2092656;2092659;2112985;2112986,639 ROSEDALE AVENUE,Not Available,10473,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,1188700,Not Available,Not Available,Not Available,Not Available,1954,1,100,Whole Building,Not Available,83,115.1,122.3,Not Available,0.9,127.1,Not Available,39747036.8,Not Available,Not Available,Not Available,Not Available,97056358.5,1056693.6,Not Available,Not Available,8104.7,8104.7,0,1188700,Not Available,Not Available,119.5,6/2/17 11:13 AM,,
N/A,4473906,DOUGLASS I/DOUGLASS II CAMPUS,4473906,DOUGLASS I/DOUGLASS II CAMPUS,1018360001;1018550001,1018360001;1018550001,1079365;1079375;1079388;1081297;1081298;1081299;1081300;1081301;1081302;1083820;1079336;1079347;1079350;1079356;1079408;1079419,825 COLUMBUS AVENUE,Not Available,10025,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Multifamily Housing,Multifamily Housing,2221782,Not Available,Not Available,Not Available,Not Available,1965,17,100,Whole Building,Not Available,35,109.1,Not Available,6,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,196321483.3,Not Available,46158054.9,13223243.9,14711,10427.6,4283.5,2221782,Not Available,Not Available,158,6/2/17 10:49 AM,,
