NYCHA PROPERTY DIRECTORY,,,,,,,BRONX
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
404,,1235 HOYT STREET,11217,GOWANUS,GOWANUS,,6ROOFTOP LEASE LOCATION
404,,1241 HOYT STREET,11217,GOWANUS,GOWANUS,6,
404,,1235GAR HOYT STREET,11217,GOWANUS,GOWANUS,,6GARAGE
404,,1211 HOYT STREET,11217,GOWANUS,GOWANUS,,6DEVELOPMENT MANAGEMENT
,,,,,,,OFFICE
404,,1215 HOYT STREET,11217,GOWANUS,GOWANUS,,6MAINTENANCE SHOP
533,,115 BUSH STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
533,,111 BUSH STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
533,,138 BUSH STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
533,,130 BUSH STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
533,,1428 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
533,,1426 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,,6BOILER
533,,1420 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
533,,1416 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
533,,1414 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
533,,1442 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,,6CARPENTERS SHOP
533,,1444 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
533,,1450 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
533,,1452 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,,6PAINT SHOP
533,,1458 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,,6STOREROOM
533,,1464 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
533,,1472 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
533,,1470 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
533,,1466 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
533,,1484 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
533,,1486 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
533,,155 DWIGHT STREET,11231,RED HOOK WEST,RED HOOK WEST,,6DEVELOPMENT MANAGEMENT
,,,,,,,OFFICE
533,,135 DWIGHT STREET,11231,RED HOOK WEST,RED HOOK WEST,,6GLAZIERS SHOP
533,,117 LORRAINE STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
533,,111 LORRAINE STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
533,,19 LORRAINE STREET,11231,RED HOOK WEST,RED HOOK WEST,,6BOILER
538,1,,11231,RED HOOK EAST,RED HOOK EAST,,6QUONSET HUT
538,,1124 BUSH STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1116 BUSH STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1167 BUSH STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1161 BUSH STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,175 BUSH STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
538,,165 BUSH STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
538,,180 BUSH STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
538,,170 BUSH STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
538,,139 CENTRE MALL,11231,RED HOOK EAST,RED HOOK EAST,,6BOILER
538,,137 CENTRE MALL,11231,RED HOOK EAST,RED HOOK EAST,,6PLUMBERS SHOP/ BRICKLAYERS
,,,,,,,SHOP/ ELECTRICIAN SHOP
538,,131 CENTRE MALL,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1101 CENTRE MALL,11231,RED HOOK EAST,RED HOOK EAST,,6PAINT SHOP
538,,195 CENTRE MALL,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,193 CENTRE MALL,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1100 CENTRE MALL,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,194 CENTRE MALL,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,192 CENTRE MALL,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,140 CENTRE MALL,11231,RED HOOK WEST,RED HOOK WEST,6,
538,,138 CENTRE MALL,11231,RED HOOK WEST,RED HOOK WEST,6,
538,,130 CENTRE MALL,11231,RED HOOK WEST,RED HOOK WEST,6,
538,,1604 CLINTON STREET,11231,RED HOOK EAST,RED HOOK EAST,,6ROOFTOP LEASE LOCATION
538,,1606 CLINTON STREET,11231,RED HOOK EAST,RED HOOK EAST,,6BOILER
538,,1588 CLINTON STREET,11231,RED HOOK EAST,RED HOOK EAST,,6COMMERCIAL SPACE (STORE #1)
538,,1588A CLINTON STREET,11231,RED HOOK EAST,RED HOOK EAST,,6COMMERCIAL SPACE (STORE #2)
538,,1590 CLINTON STREET,11231,RED HOOK EAST,RED HOOK EAST,,6COMMERCIAL SPACE (STORE #3)
538,,1592A CLINTON STREET,11231,RED HOOK EAST,RED HOOK EAST,,6COMMERCIAL SPACE (STORE #5)
538,,1592 CLINTON STREET,11231,RED HOOK EAST,RED HOOK EAST,,6COMMERCIAL SPACE (STORE #4)
538,,1594 CLINTON STREET,11231,RED HOOK EAST,RED HOOK EAST,,6COMMERCIAL SPACE (STORE #6)
538,,1594A CLINTON STREET,11231,RED HOOK EAST,RED HOOK EAST,,6COMMERCIAL SPACE (STORE #7)
538,,1596 CLINTON STREET,11231,RED HOOK EAST,RED HOOK EAST,,6COMMERCIAL SPACE (STORE #8)
538,,1598 CLINTON STREET,11231,RED HOOK EAST,RED HOOK EAST,,6COMMERCIAL SPACE (STORE #9)
538,,1626 CLINTON STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1624 CLINTON STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1451 COLUMBIA STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1453 COLUMBIA STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,335
BROOKLYN,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,BROOKLYN
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
538,,1467 COLUMBIA STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1465 COLUMBIA STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1441 COLUMBIA STREET,11231,RED HOOK EAST,RED HOOK EAST,,6COMMERCIAL SPACE (STORE #10)-
,,,,,,,TURNED OVER TO CPD FOR
,,,,,,,RENOVATION
538,,1443 COLUMBIA STREET,11231,RED HOOK EAST,RED HOOK EAST,,6COMMERCIAL SPACE (STORE #11)-
,,,,,,,TURNED OVER TO CPD FOR
,,,,,,,RENOVATION
538,,1445 COLUMBIA STREET,11231,RED HOOK EAST,RED HOOK EAST,,6COMMERCIAL SPACE (STORE #12)-
,,,,,,,TURNED OVER TO CPD FOR
,,,,,,,RENOVATION
538,,1445A COLUMBIA STREET,11231,RED HOOK EAST,RED HOOK EAST,,6COMMERCIAL SPACE (STORE #13)-
,,,,,,,TURNED OVER TO CPD FOR
,,,,,,,RENOVATION
538,,1447 COLUMBIA STREET,11231,RED HOOK EAST,RED HOOK EAST,,6COMMERCIAL SPACE (STORE #14)-
,,,,,,,TURNED OVER TO CPD FOR
,,,,,,,RENOVATION
538,,1449 COLUMBIA STREET,11231,RED HOOK EAST,RED HOOK EAST,,6COMMERCIAL SPACE (STORE #15)-
,,,,,,,TURNED OVER TO CPD FOR
,,,,,,,RENOVATION
538,,1493 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
538,,1495 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
538,,1507 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
538,,1505 COLUMBIA STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
538,,1754 HENRY STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1752 HENRY STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1748 HENRY STREET,11231,RED HOOK EAST,RED HOOK EAST,,6PLASTERERS SHOP
538,,1770 HENRY STREET,11231,RED HOOK EAST,RED HOOK EAST,,6BOILER
538,,1772 HENRY STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1774 HENRY STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1831 HICKS STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1829 HICKS STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1791 HICKS STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1795 HICKS STREET,11231,RED HOOK EAST,RED HOOK EAST,,6CARPENTERS SHOP
538,,1797 HICKS STREET,11231,RED HOOK EAST,RED HOOK EAST,,6MAINTENANCE SHOP
538,,1817 HICKS STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1815 HICKS STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1811 HICKS STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1131 LORRAINE STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1129 LORRAINE STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1123 LORRAINE STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,187 LORRAINE STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
538,,185 LORRAINE STREET,11231,RED HOOK WEST,RED HOOK WEST,,6BOILER
538,,179 LORRAINE STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
538,,1116 MILL STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1108 MILL STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,121 MILL STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,115 MILL STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,122 MILL STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,116 MILL STREET,11231,RED HOOK EAST,RED HOOK EAST,,6GLAZIERS SHOP
538,,162 MILL STREET,11231,RED HOOK EAST,RED HOOK EAST,,6DEVELOPMENT MANAGEMENT
,,,,,,,OFFICE
538,,136 WEST 9TH STREET,11231,RED HOOK EAST,RED HOOK EAST,,6X-SHOP
538,,134 WEST 9TH STREET,11231,RED HOOK EAST,RED HOOK EAST,,6EXTERMINATOR SHOP
538,,128 WEST 9TH STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
538,,1110 WEST 9TH STREET,11231,RED HOOK EAST,RED HOOK EAST,,6COMMUNITY CENTER/ SENIOR
,,,,,,,CENTER/ BOILER
538,,1120 WEST 9TH STREET,11231,RED HOOK EAST,RED HOOK EAST,,6SENIOR CENTER
538,,16 WEST 9TH STREET,11231,RED HOOK EAST,RED HOOK EAST,6,
557,,180 DWIGHT STREET,11231,POLICE SERVICE AREA #1 SATELLITE,NYPD HOUSING BUREAU,,6PSA #1 SATELLITE OFFICE IS
,,,,,,,LOCATED IN RED HOOK WEST
,,,,,,,DEVELOPMENT (BLDG #1)
557,,182 DWIGHT STREET,11231,RED HOOK WEST,RED HOOK WEST,,6BOILER
557,,180 DWIGHT STREET,11231,RED HOOK WEST,RED HOOK WEST,,6POLICE SERVICE AREA #1
,,,,,,,SATELLITE/ ROOFTOP LEASE
,,,,,,,LOCATION
557,,1106 DWIGHT STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
557,,1104 DWIGHT STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
557,,1102 DWIGHT STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
557,,1100 DWIGHT STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
557,,1135 RICHARDS STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
557,,1147 RICHARDS STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
557,,1149 RICHARDS STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
557,,1151 RICHARDS STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
557,,1153 RICHARDS STREET,11231,RED HOOK WEST,RED HOOK WEST,6,
557,,1135GAR RICHARDS STREET,11231,RED HOOK WEST,RED HOOK WEST,,6GARAGE
557,,16 WOLCOTT STREET,11231,RED HOOK WEST,RED HOOK WEST,,6COMMUNITY OPERATIONS SPACE
943,69367 DOUGLASS STREET,,11217,FHA REPOSSESSED HOUSES,BAISLEY PARK,6,
,,,,(GROUP IX),,,
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,336
BROOKLYN,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,BROOKLYN
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
943,69367 DOUGLASS STREET,,11217,FHA REPOSSESSED HOUSES,BAISLEY PARK,6,
,,,,(GROUP IX),,,
943,69367 DOUGLASS STREET,,11217,FHA REPOSSESSED HOUSES,BAISLEY PARK,6,
,,,,(GROUP IX),,,
1330,,7334 LEFFERTS AVENUE,11225,FENIMORE-LEFFERTS,REID APARTMENTS,,9BOILER
1330,,8336 LEFFERTS AVENUE,11225,FENIMORE-LEFFERTS,REID APARTMENTS,,9BOILER
1330,,9338 LEFFERTS AVENUE,11225,FENIMORE-LEFFERTS,REID APARTMENTS,,9BOILER
1330,10340 LEFFERTS AVENUE,,11225,FENIMORE-LEFFERTS,REID APARTMENTS,,9BOILER
1330,11342 LEFFERTS AVENUE,,11225,FENIMORE-LEFFERTS,REID APARTMENTS,,9BOILER
1330,12344 LEFFERTS AVENUE,,11225,FENIMORE-LEFFERTS,REID APARTMENTS,,9BOILER
1341,,11625 DEAN STREET,11213,WEEKSVILLE GARDENS,ALBANY,,8GLAIZER SHOP
1341,,11615 DEAN STREET,11213,WEEKSVILLE GARDENS,ALBANY,,8BOILER/ MAINTENANCE SHOP
1341,,11605 DEAN STREET,11213,WEEKSVILLE GARDENS,ALBANY,8,
1341,,11595 DEAN STREET,11213,WEEKSVILLE GARDENS,ALBANY,8,
1341,,11585 DEAN STREET,11213,WEEKSVILLE GARDENS,ALBANY,8,
1341,,11575 DEAN STREET,11213,WEEKSVILLE GARDENS,ALBANY,8,
1341,,187 TROY AVENUE,11213,WEEKSVILLE GARDENS,ALBANY,8,
1341,121620 PACIFIC STREET,,11213,WEEKSVILLE GARDENS,ALBANY,8,
1341,121630 PACIFIC STREET,,11213,WEEKSVILLE GARDENS,ALBANY,8,
1341,121640 PACIFIC STREET,,11213,WEEKSVILLE GARDENS,ALBANY,8,
1341,121642 PACIFIC STREET,,11213,WEEKSVILLE GARDENS,ALBANY,8,
1341,121650 PACIFIC STREET,,11213,WEEKSVILLE GARDENS,ALBANY,8,
1341,121660 PACIFIC STREET,,11213,WEEKSVILLE GARDENS,ALBANY,8,
1341,121670 PACIFIC STREET,,11213,WEEKSVILLE GARDENS,ALBANY,,8LAUNDRY ROOM
1341,121672 PACIFIC STREET,,11213,WEEKSVILLE GARDENS,ALBANY,8,
1341,1280 SCHENECTADY AVENUE,,11213,WEEKSVILLE GARDENS,ALBANY,8,
1344,,1154 KINGSBOROUGH 1ST WALK,11233,KINGSBOROUGH,KINGSBOROUGH,,8STORAGE ROOM
1344,,1142 KINGSBOROUGH 1ST WALK,11233,KINGSBOROUGH,KINGSBOROUGH,,8BRICKLAYERS SHOP
1344,,1120 KINGSBOROUGH 1ST WALK,11233,KINGSBOROUGH,KINGSBOROUGH,8,
1344,,1108 KINGSBOROUGH 1ST WALK,11233,KINGSBOROUGH,KINGSBOROUGH,8,
1344,,1133 KINGSBOROUGH 1ST WALK,11233,KINGSBOROUGH,KINGSBOROUGH,,8DAY CARE CENTER
1344,,1135 KINGSBOROUGH 1ST WALK,11233,KINGSBOROUGH,KINGSBOROUGH,8,
1344,,1127 KINGSBOROUGH 1ST WALK,11233,KINGSBOROUGH,KINGSBOROUGH,,8ELEVATOR MECHANIC SHOP
1344,,1129 KINGSBOROUGH 1ST WALK,11233,KINGSBOROUGH,KINGSBOROUGH,,8COMMUNITY CENTER
1344,,1253 KINGSBOROUGH 2ND WALK,11233,KINGSBOROUGH,KINGSBOROUGH,8,
1344,,1241 KINGSBOROUGH 2ND WALK,11233,KINGSBOROUGH,KINGSBOROUGH,,8STORAGE ROOM
1344,,1219 KINGSBOROUGH 2ND WALK,11233,KINGSBOROUGH,KINGSBOROUGH,,8STORAGE ROOM
1344,,1207 KINGSBOROUGH 2ND WALK,11233,KINGSBOROUGH,KINGSBOROUGH,8,
1344,,1354 KINGSBOROUGH 3RD WALK,11233,KINGSBOROUGH,KINGSBOROUGH,8,
1344,,1342 KINGSBOROUGH 3RD WALK,11233,KINGSBOROUGH,KINGSBOROUGH,,8CARPENTERS SHOP/ GLAZIERS SHOP
1344,,1320 KINGSBOROUGH 3RD WALK,11233,KINGSBOROUGH,KINGSBOROUGH,,8PLUMBERS SHOP
1344,,1308 KINGSBOROUGH 3RD WALK,11233,KINGSBOROUGH,KINGSBOROUGH,8,
1344,,1353 KINGSBOROUGH 3RD WALK,11233,KINGSBOROUGH,KINGSBOROUGH,8,
1344,,1341 KINGSBOROUGH 3RD WALK,11233,KINGSBOROUGH,KINGSBOROUGH,,8STORAGE ROOM
1344,,1319 KINGSBOROUGH 3RD WALK,11233,KINGSBOROUGH,KINGSBOROUGH,,8GARDEN SHOP
1344,,1307 KINGSBOROUGH 3RD WALK,11233,KINGSBOROUGH,KINGSBOROUGH,,8STORAGE
1344,,1454 KINGSBOROUGH 4TH WALK,11233,KINGSBOROUGH,KINGSBOROUGH,8,
1344,,1442 KINGSBOROUGH 4TH WALK,11233,KINGSBOROUGH,KINGSBOROUGH,,8X-SHOP/ EXTERMINATOR SHOP/
,,,,,,,PLASTERERS SHOP
1344,,1420 KINGSBOROUGH 4TH WALK,11233,KINGSBOROUGH,KINGSBOROUGH,8,
1344,,1408 KINGSBOROUGH 4TH WALK,11233,KINGSBOROUGH,KINGSBOROUGH,,8MAINTENANCE SHOP/ MAIN
,,,,,,,STOREROOM
1344,,1553 KINGSBOROUGH 5TH WALK,11233,KINGSBOROUGH,KINGSBOROUGH,8,
1344,,1541 KINGSBOROUGH 5TH WALK,11233,KINGSBOROUGH,KINGSBOROUGH,8,
1344,,1529 KINGSBOROUGH 5TH WALK,11233,KINGSBOROUGH,KINGSBOROUGH,,8STORAGE ROOM
1344,,1654 KINGSBOROUGH 6TH WALK,11233,KINGSBOROUGH,KINGSBOROUGH,8,
1344,,1642 KINGSBOROUGH 6TH WALK,11233,KINGSBOROUGH,KINGSBOROUGH,8,
1344,,1630 KINGSBOROUGH 6TH WALK,11233,KINGSBOROUGH,KINGSBOROUGH,,8STORAGE ROOM
1344,,1653 KINGSBOROUGH 6TH WALK,11233,KINGSBOROUGH,KINGSBOROUGH,8,
1344,,1641 KINGSBOROUGH 6TH WALK,11233,KINGSBOROUGH,KINGSBOROUGH,8,
1344,,1629 KINGSBOROUGH 6TH WALK,11233,KINGSBOROUGH,KINGSBOROUGH,8,
1344,,11880 PACIFIC STREET,11233,KINGSBOROUGH,KINGSBOROUGH,,8DEVELOPMENT MANAGEMENT
,,,,,,,OFFICE/ BOILER/ LAUNDRY ROOM
1344,175 1737 BERGEN STREET,,11233,KINGSBOROUGH EXTENSION,KINGSBOROUGH,8,
1344,175 447 KINGSBOROUGH 4TH WALK,,11233,KINGSBOROUGH EXTENSION,KINGSBOROUGH,,8SENIOR CENTER
1352,,11400 BERGEN STREET,11213,ALBANY II,ALBANY,8,
1352,,11414 BERGEN STREET,11213,ALBANY II,ALBANY,8,
1352,,11430 BERGEN STREET,11213,ALBANY II,ALBANY,8,
1352,80205 ALBANY AVENUE,,11213,ALBANY,ALBANY,,8ELEVATOR SHOP
1352,80193 ALBANY AVENUE,,11213,ALBANY,ALBANY,,8BOILER/ CARETAKERS X-SHOP
1352,801229 PARK PLACE,,11213,ALBANY,ALBANY,,8DEVELOPMENT MANAGEMENT
,,,,,,,OFFICE/BULK ROOM/ MAINTENANCE
,,,,,,,STOREROOM
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,337
BROOKLYN,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,BROOKLYN
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
1352,801191 PARK PLACE,,11213,ALBANY,ALBANY,,8BRICKLAYERS SHOP/ CARPENTERS
,,,,,,,SHOP/ EXTERMINATOR SHOP/
,,,,,,,GLAZIERS SHOP/CONTRACTOR
,,,,,,,PAINT SHOP/ PAINT SHOP
1352,801185 PARK PLACE,,11213,ALBANY,ALBANY,,8DAY CARE CENTER
1352,801008 SAINT MARKS AVENUE,,11213,ALBANY,ALBANY,8,
1352,80180 TROY AVENUE,,11213,ALBANY,ALBANY,8,
1352,80162 TROY AVENUE,,11213,ALBANY,ALBANY,8,
1352,80164 TROY AVENUE,,11213,ALBANY,ALBANY,,8COMMUNITY CENTER
1357,651371 SAINT MARKS AVENUE,,11233,CROWN HEIGHTS,PARK ROCK CONSOLIDATED,,8LAUNDRY ROOM
1357,681367 SAINT MARKS AVENUE,,11233,CROWN HEIGHTS,PARK ROCK CONSOLIDATED,,8BOILER
1369,581629 PARK PLACE,,11233,CROWN HEIGHTS,PARK ROCK CONSOLIDATED,,8BOILER
1373,341468 PARK PLACE,,11213,PARK ROCK REHAB,PARK ROCK CONSOLIDATED,8,
1373,371474 PARK PLACE,,11213,PARK ROCK REHAB,PARK ROCK CONSOLIDATED,,8BOILER
1373,401480 PARK PLACE,,11213,PARK ROCK REHAB,PARK ROCK CONSOLIDATED,8,
1373,401484 PARK PLACE,,11213,PARK ROCK REHAB,PARK ROCK CONSOLIDATED,8,
1373,43208 ROCHESTER AVENUE,,11213,PARK ROCK REHAB,PARK ROCK CONSOLIDATED,,8BOILER
1373,46218 ROCHESTER AVENUE,,11213,PARK ROCK REHAB,PARK ROCK CONSOLIDATED,8,
1373,491521 STERLING PLACE,,11213,PARK ROCK REHAB,PARK ROCK CONSOLIDATED,,8BOILER
1373,541511 STERLING PLACE,,11213,STERLING PLACE REHABS (SAINT,PARK ROCK CONSOLIDATED,,8BOILER
,,,,JOHNS-STERLING),,,
1375,,2225 BUFFALO AVENUE,11213,STERLING PLACE REHABS,PARK ROCK CONSOLIDATED,,8BOILER
,,,,(STERLING-BUFFALO),,,
1375,291630 PARK PLACE,,11233,CROWN HEIGHTS,PARK ROCK CONSOLIDATED,8,
1375,311636 PARK PLACE,,11233,CROWN HEIGHTS,PARK ROCK CONSOLIDATED,8,
1375,341640 PARK PLACE,,11233,CROWN HEIGHTS,PARK ROCK CONSOLIDATED,,8BOILER
1375,361646 PARK PLACE,,11233,CROWN HEIGHTS,PARK ROCK CONSOLIDATED,8,
1379,,81448 STERLING PLACE,11213,STERLING PLACE REHABS,PARK ROCK CONSOLIDATED,,8BOILER/ CARPENTERS SHOP/
,,,,(STERLING-BUFFALO),,,STOREROOM
1379,111452 STERLING PLACE,,11213,STERLING PLACE REHABS,PARK ROCK CONSOLIDATED,,8BOILER
,,,,(STERLING-BUFFALO),,,
1379,311506 STERLING PLACE,,11213,STERLING PLACE REHABS (SAINT,PARK ROCK CONSOLIDATED,,8BOILER
,,,,JOHNS-STERLING),,,
1379,39230 ROCHESTER AVENUE,,11213,PARK ROCK REHAB,PARK ROCK CONSOLIDATED,8,
1379,391522 STERLING PLACE,,11213,PARK ROCK REHAB,PARK ROCK CONSOLIDATED,8,
1379,41232 ROCHESTER AVENUE,,11213,PARK ROCK REHAB,PARK ROCK CONSOLIDATED,8,
1379,43234 ROCHESTER AVENUE,,11213,PARK ROCK REHAB,PARK ROCK CONSOLIDATED,,8BOILER
1379,551491 SAINT JOHNS PLACE,,11213,STERLING PLACE REHABS (SAINT,PARK ROCK CONSOLIDATED,,8BOILER
,,,,JOHNS-STERLING),,,
1379,591487 SAINT JOHNS PLACE,,11213,STERLING PLACE REHABS (SAINT,PARK ROCK CONSOLIDATED,,8PLAYGROUND
,,,,JOHNS-STERLING),,,
1379,631483 SAINT JOHNS PLACE,,11213,STERLING PLACE REHABS (SAINT,PARK ROCK CONSOLIDATED,,8BOILER/ BRICKLAYERS SHOP
,,,,JOHNS-STERLING),,,
1380,251568 STERLING PLACE,,11213,STERLING PLACE REHABS,PARK ROCK CONSOLIDATED,,8BOILER
,,,,(STERLING-BUFFALO),,,
1380,281578 STERLING PLACE,,11213,STERLING PLACE REHABS,PARK ROCK CONSOLIDATED,,8BOILER
,,,,(STERLING-BUFFALO),,,
1380,311588 STERLING PLACE,,11213,STERLING PLACE REHABS,PARK ROCK CONSOLIDATED,,8BOILER
,,,,(STERLING-BUFFALO),,,
1380,341598 STERLING PLACE,,11213,STERLING PLACE REHABS,PARK ROCK CONSOLIDATED,,8BOILER
,,,,(STERLING-BUFFALO),,,
1381,131634 STERLING PLACE,,11233,CROWN HEIGHTS,PARK ROCK CONSOLIDATED,,8BOILER
1381,181640 STERLING PLACE,,11233,STERLING PLACE REHABS (SAINT,PARK ROCK CONSOLIDATED,,8BOILER
,,,,JOHNS-STERLING),,,
1431,372041 PACIFIC STREET,,11233,OCEAN HILL-BROWNSVILLE,PARK ROCK CONSOLIDATED,16BOILER,
1431,39324 HOWARD AVENUE,,11233,OCEAN HILL-BROWNSVILLE,PARK ROCK CONSOLIDATED,16BOILER,
1431,43334 HOWARD AVENUE,,11233,OCEAN HILL-BROWNSVILLE,PARK ROCK CONSOLIDATED,16,
1431,43336 HOWARD AVENUE,,11233,OCEAN HILL-BROWNSVILLE,PARK ROCK CONSOLIDATED,16,
1438,,1720 KINGSBOROUGH 7TH WALK,11233,KINGSBOROUGH,KINGSBOROUGH,16,
1438,,1708 KINGSBOROUGH 7TH WALK,11233,KINGSBOROUGH,KINGSBOROUGH,16,
1438,,1719 KINGSBOROUGH 7TH WALK,11233,KINGSBOROUGH,KINGSBOROUGH,16,
1438,,1707 KINGSBOROUGH 7TH WALK,11233,KINGSBOROUGH,KINGSBOROUGH,16,
1438,,12000 PACIFIC STREET,11233,KINGSBOROUGH,KINGSBOROUGH,16PLAYGROUND (MANAGED BY NYC,
,,,,,,,DEPARTMENT OF PARKS &
,,,,,,,RECREATION)
1439,,12065 DEAN STREET,11233,OCEAN HILL-BROWNSVILLE,PARK ROCK CONSOLIDATED,16BOILER,
1439,102020 PACIFIC STREET,,11233,OCEAN HILL-BROWNSVILLE,PARK ROCK CONSOLIDATED,16BOILER,
1458,521743 PROSPECT PLACE,,11233,PROSPECT PLAZA I,OCEAN HILL I LLC,,
1458,521747 PROSPECT PLACE,,11233,PROSPECT PLAZA I,OCEAN HILL I LLC,,
1458,521751 PROSPECT PLACE,,11233,PROSPECT PLAZA I,OCEAN HILL I LLC,,
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,338
BROOKLYN,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,BROOKLYN
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
1458,521755 PROSPECT PLACE,,11233,PROSPECT PLAZA I,OCEAN HILL I LLC,,
