NYCHA PROPERTY DIRECTORY,,,,,,,BRONX
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
2016,60186 WEST 152ND STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2016,60190 WEST 152ND STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2027,,12660 FREDERICK DOUGLASS,10030,DREW-HAMILTON,DREW-HAMILTON,10,
,,BOULEVARD,,,,,
2027,252430 A C POWELL BOULEVARD,,10030,DREW-HAMILTON,DREW-HAMILTON,10,
2027,25201 WEST 141ST STREET,,10030,DREW-HAMILTON,DREW-HAMILTON,10DEVELOPMENT MAINTENANCE,
,,,,,,,OFFICE/ TWO STORAGE ROOMS
2027,25210 WEST 142ND STREET,,10030,DREW-HAMILTON,DREW-HAMILTON,10DEVELOPMENT MANAGEMENT,
,,,,,,,OFFICE
2028,,12672 FREDERICK DOUGLASS,10030,DREW-HAMILTON,DREW-HAMILTON,10DAY CARE CENTER,
,,BOULEVARD,,,,,
2028,,12674 FREDERICK DOUGLASS,10030,DREW-HAMILTON,DREW-HAMILTON,10,
,,BOULEVARD,,,,,
2028,,12680 FREDERICK DOUGLASS,10030,DREW-HAMILTON,DREW-HAMILTON,10,
,,BOULEVARD,,,,,
2028,162444 A C POWELL BOULEVARD,,10030,DREW-HAMILTON,DREW-HAMILTON,10COMMERCIAL SPACE (STORE #1),
2028,162446 A C POWELL BOULEVARD,,10030,DREW-HAMILTON,DREW-HAMILTON,10COMMERCIAL SPACE (STORE #2),
2028,162448 A C POWELL BOULEVARD,,10030,DREW-HAMILTON,DREW-HAMILTON,10COMMERCIAL SPACE (STORE #3),
2028,162450 A C POWELL BOULEVARD,,10030,DREW-HAMILTON,DREW-HAMILTON,10COMMERCIAL SPACE (STORE #4),
2028,162452 A C POWELL BOULEVARD,,10030,DREW-HAMILTON,DREW-HAMILTON,10COMMERCIAL SPACE (STORE #5),
2028,162454 A C POWELL BOULEVARD,,10030,DREW-HAMILTON,DREW-HAMILTON,10COMMERCIAL SPACE (STORE #6),
2028,16200 WEST 143RD STREET,,10030,DREW-HAMILTON,DREW-HAMILTON,10BOILER,
2028,16210 WEST 143RD STREET,,10030,DREW-HAMILTON,DREW-HAMILTON,10,
2028,16220 WEST 143RD STREET,,10030,DREW-HAMILTON,DREW-HAMILTON,10COMMUNITY CENTER/ COMPUTER,
,,,,,,,LAB/ COMMUNITY OPERATIONS
,,,,,,,SPACE (VACANT)
2029,,12690 FREDERICK DOUGLASS,10030,DREW-HAMILTON,DREW-HAMILTON,10HEALTH CLINIC,
,,BOULEVARD,,,,,
2029,,12698 FREDERICK DOUGLASS,10030,DREW-HAMILTON,DREW-HAMILTON,10,
,,BOULEVARD,,,,,
2033,,12770 FREDERICK DOUGLASS,10039,POLICE SERVICE AREA #6,NYPD HOUSING BUREAU,10PSA #6 PRECINCT HOUSE (PRIMARY,
,,BOULEVARD,,,,,ADDRESS)/ BOILER
2033,,12774 FREDERICK DOUGLASS,10039,POLICE SERVICE AREA #6,NYPD HOUSING BUREAU,10PSA #6 PRECINCT HOUSE,
,,BOULEVARD,,,,,
2033,,12778 FREDERICK DOUGLASS,10039,POLICE SERVICE AREA #6,NYPD HOUSING BUREAU,10PSA #6 PRECINCT HOUSE,
,,BOULEVARD,,,,,
2033,,12782 FREDERICK DOUGLASS,10039,POLICE SERVICE AREA #6,NYPD HOUSING BUREAU,10PSA #6 PRECINCT HOUSE,
,,BOULEVARD,,,,,
2033,,12786 FREDERICK DOUGLASS,10039,POLICE SERVICE AREA #6,NYPD HOUSING BUREAU,10PSA #6 PRECINCT HOUSE,
,,BOULEVARD,,,,,
2033,,1289 WEST 147TH STREET,10039,POLICE SERVICE AREA #6,NYPD HOUSING BUREAU,10PSA #6 PRECINCT HOUSE,
2033,,1291 WEST 147TH STREET,10039,POLICE SERVICE AREA #6,NYPD HOUSING BUREAU,10PSA #6 PRECINCT HOUSE,
2033,,1293 WEST 147TH STREET,10039,POLICE SERVICE AREA #6,NYPD HOUSING BUREAU,10PSA #6 PRECINCT HOUSE,
2033,,1242 WEST 148TH STREET,10039,POLICE SERVICE AREA #6,NYPD HOUSING BUREAU,10PSA #6 PRECINCT HOUSE,
2033,,1244 WEST 148TH STREET,10039,POLICE SERVICE AREA #6,NYPD HOUSING BUREAU,10PSA #6 PRECINCT HOUSE,
2033,,1254 WEST 148TH STREET,10039,POLICE SERVICE AREA #6,NYPD HOUSING BUREAU,10PSA #6 PRECINCT HOUSE,
2037,,12850 FREDERICK DOUGLASS,10039,HARLEM RIVER II,HARLEM RIVER,10BOILER,
,,BOULEVARD,,,,,
2037,,1291 WEST 151ST STREET,10039,HARLEM RIVER II,HARLEM RIVER,10,
2037,,1293 WEST 151ST STREET,10039,HARLEM RIVER II,HARLEM RIVER,10,
2037,,1295 WEST 151ST STREET,10039,HARLEM RIVER II,HARLEM RIVER,10,
2037,112650 A C POWELL BOULEVARD,,10039,HARLEM RIVER,HARLEM RIVER,10NEW YORK PUBLIC LIBRARY,
2037,112628 A C POWELL BOULEVARD,,10039,HARLEM RIVER,HARLEM RIVER,10COMMERCIAL SPACE (STORE #10),
2037,112630 A C POWELL BOULEVARD,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,112632 A C POWELL BOULEVARD,,10039,HARLEM RIVER,HARLEM RIVER,10COMMERCIAL SPACE (STORE #8),
2037,112620 A C POWELL BOULEVARD,,10039,HARLEM RIVER,HARLEM RIVER,10COMMERCIAL SPACE (STORE #14),
2037,112622 A C POWELL BOULEVARD,,10039,HARLEM RIVER,HARLEM RIVER,10COMMERCIAL SPACE (STORE #13),
2037,112624 A C POWELL BOULEVARD,,10039,HARLEM RIVER,HARLEM RIVER,10COMMERCIAL SPACE (STORE #11),
2037,112626 A C POWELL BOULEVARD,,10039,HARLEM RIVER,HARLEM RIVER,10COMMERCIAL SPACE (STORE #12),
2037,1170 MACOMBS PLACE,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,1152 MACOMBS PLACE,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,1154 MACOMBS PLACE,,10039,HARLEM RIVER,HARLEM RIVER,10COMMERCIAL SPACE (STORE #19),
2037,1154 1/2 MACOMBS PLACE,,10039,HARLEM RIVER,HARLEM RIVER,10COMMERCIAL SPACE (STORE #20),
2037,1156 MACOMBS PLACE,,10039,HARLEM RIVER,HARLEM RIVER,10COMMERCIAL SPACE (STORE #21),
2037,1156 1/2 MACOMBS PLACE,,10039,HARLEM RIVER,HARLEM RIVER,10COMMERCIAL SPACE (STORE #22),
2037,1158 MACOMBS PLACE,,10039,HARLEM RIVER,HARLEM RIVER,10COMMERCIAL SPACE (STORE #23),
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,392
MANHATTAN,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,MANHATTAN
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
2037,1158 1/2 MACOMBS PLACE,,10039,HARLEM RIVER,HARLEM RIVER,10COMMERCIAL SPACE (STORE #24),
2037,1150 MACOMBS PLACE,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,1148 MACOMBS PLACE,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,1146 MACOMBS PLACE,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,1140 1/2 MACOMBS PLACE,,10039,HARLEM RIVER,HARLEM RIVER,"10COMMERCIAL SPACE (STORES #15,",
,,,,,,,16)
2037,1142 MACOMBS PLACE,,10039,HARLEM RIVER,HARLEM RIVER,10COMMERCIAL SPACE (STORE #17),
2037,1142 1/2 MACOMBS PLACE,,10039,HARLEM RIVER,HARLEM RIVER,10COMMERCIAL SPACE (STORE #18),
2037,1144 MACOMBS PLACE,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11211J WEST 151ST STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11211H WEST 151ST STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11211G WEST 151ST STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11211F WEST 151ST STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11207 WEST 151ST STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11211E WEST 151ST STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11211D WEST 151ST STREET,,10039,HARLEM RIVER,HARLEM RIVER,10LAUNDRY ROOM/ THREE,
,,,,,,,STOREROOMS
2037,11211C WEST 151ST STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11211B WEST 151ST STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11211A WEST 151ST STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11231 WEST 151ST STREET,,10039,HARLEM RIVER,HARLEM RIVER,10DEVELOPMENT MANAGEMENT,
,,,,,,,OFFICE
2037,11229 WEST 152ND STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11225 WEST 152ND STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11221 WEST 152ND STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11220 WEST 152ND STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11224 WEST 152ND STREET,,10039,HARLEM RIVER,HARLEM RIVER,10DAY CARE CENTER,
2037,11226 WEST 152ND STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11234 WEST 152ND STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11210T WEST 153RD STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11210S WEST 153RD STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11210R WEST 153RD STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11210Q WEST 153RD STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11210P WEST 153RD STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11210N WEST 153RD STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11210M WEST 153RD STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11210L WEST 153RD STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2037,11210K WEST 153RD STREET,,10039,HARLEM RIVER,HARLEM RIVER,10,
2068,461909 AMSTERDAM AVENUE,,10032,AUDUBON,HARLEM RIVER,,9BOILER/ STOREROOM
2106,,32929 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10ROOFTOP LEASE LOCATION,
,,BOULEVARD,,,,,
2106,,32931 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10COMMUNITY OPERATIONS SPACE,
,,BOULEVARD,,,,,(VACANT)
2106,,32933 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10,
,,BOULEVARD,,,,,
2106,,32935 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10,
,,BOULEVARD,,,,,
2106,,32937 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10,
,,BOULEVARD,,,,,
2106,,32939 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10,
,,BOULEVARD,,,,,
2106,,32965 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10SENIOR CENTER/ COMPUTER LAB,
,,BOULEVARD,,,,,
2106,,32967 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10DAY CARE CENTER,
,,BOULEVARD,,,,,
2106,,32969 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10TENANT ASSOCIATION ROOM,
,,BOULEVARD,,,,,
2106,,32971 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10,
,,BOULEVARD,,,,,
2106,,32973 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10,
,,BOULEVARD,,,,,
2106,,32975 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10DEVELOPMENT MANAGEMENT,
,,BOULEVARD,,,,,OFFICE/ STOREROOM
2106,,32977 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10CARPENTERS SHOP,
,,BOULEVARD,,,,,
2106,,32979 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10,
,,BOULEVARD,,,,,
2106,,32981 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10BRICKLAYERS SHOP,
,,BOULEVARD,,,,,
2106,,32987 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10MAINTENANCE SHOP,
,,BOULEVARD,,,,,
2106,,32945 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10LAUNDRY ROOM,
,,BOULEVARD,,,,,
2106,,32947 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10,
,,BOULEVARD,,,,,
2106,,32949 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10,
,,BOULEVARD,,,,,
2106,,32951 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10PLASTERERS SHOP,
,,BOULEVARD,,,,,
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,393
MANHATTAN,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,MANHATTAN
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
2106,,32953 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10PLASTERERS STORAGE,
,,BOULEVARD,,,,,
2106,,32955 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10,
,,BOULEVARD,,,,,
2106,,32957 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10,
,,BOULEVARD,,,,,
2106,,32989 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10ELEVATOR SERVICE AREA #4,
,,BOULEVARD,,,,,
2106,,32991 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10,
,,BOULEVARD,,,,,
2106,,32993 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10,
,,BOULEVARD,,,,,
2106,,32995 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10,
,,BOULEVARD,,,,,
2106,,32997 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10,
,,BOULEVARD,,,,,
2106,,32999 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10BOILER,
,,BOULEVARD,,,,,
2106,,32927 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10COMMERCIAL SPACE (STORE #1)/,
,,BOULEVARD,,,,,COMMUNITY OPERATIONS STORAGE
2106,,32981A FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10TRANSFORMER BUILDING,
,,BOULEVARD,,,,,
2106,,32999GAR FREDERICK,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10GARAGE,
,,DOUGLASS BOULEVARD,,,,,
2106,,33005 FREDERICK DOUGLASS,10039,POLO GROUNDS TOWERS,POLO GROUNDS TOWERS,10COMMUNITY CENTER,
,,BOULEVARD,,,,,
2106,320 159-04 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10COMMERCIAL SPACE (STORE #1),
2106,320 159-06 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10COMMERCIAL SPACE (STORE #2),
2106,320 159-08 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10COMMERCIAL SPACE (STORE #3),
2106,320 159-10 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10COMMERCIAL SPACE (STORE #4),
2106,320 159-12 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10COMMERCIAL SPACE (STORE #5),
2106,320 159-14 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10,
2106,320 159-16 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10DEVELOPMENT MANAGEMENT,
,,,,,,,OFFICE
2106,320 159-18 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10DEVELOPMENT MAINTENANCE,
,,,,,,,OFFICE
2106,320 159-20 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10,
2106,320 159-26 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10,
2106,320 159-38 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10BOILER/ROOFTOP LEASE LOCATION,
2106,320 159-46 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10,
2106,320 159-48 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10LAUNDRY ROOM,
2106,320 159-62 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10COMMUNITY OPERATIONS SPACE,
,,,,,,,(VACANT)
2106,320 159-64 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10,
2106,320 159-70 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10,
2106,320 159-36 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10SENIOR CENTER/ COMMUNITY,
,,,,,,,CENTER
2106,320 159-42 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10,
2106,320 159-44 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10DAY CARE CENTER,
2106,320 159-30 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10DAY CARE CENTER,
2106,320 159-32 HARLEM RIVER DRIVE,,10039,RANGEL,RANGEL,10,
2107,591943 AMSTERDAM AVENUE,,10032,BETHUNE GARDENS,HARLEM RIVER,12,
2107,591945 AMSTERDAM AVENUE,,10032,BETHUNE GARDENS,HARLEM RIVER,12BOILER/ LAUNDRY ROOM,
2107,591947 AMSTERDAM AVENUE,,10032,BETHUNE GARDENS,HARLEM RIVER,12,
2107,591949 AMSTERDAM AVENUE,,10032,BETHUNE GARDENS,HARLEM RIVER,12COMMUNITY OPERATIONS SPACE,
,,,,,,,(VACANT)
2110,71450 WEST 164TH STREET,,10032,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12BOILER,
,,,PHASE III,,,,
2111,,52109 AMSTERDAM AVENUE,10032,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12COMMERCIAL SPACE (STORE #1)/,
,,,PHASE III,,,,BOILER
2111,,62111 AMSTERDAM AVENUE,10032,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12COMMERCIAL SPACE (STORE #2),
,,,PHASE III,,,,
2111,38457 WEST 164TH STREET,,10032,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12BOILER,
,,,PHASE III,,,,
2111,40461 WEST 164TH STREET,,10032,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12,
,,,PHASE III,,,,
2111,41463 WEST 164TH STREET,,10032,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12,
,,,PHASE III,,,,
2111,42465 WEST 164TH STREET,,10032,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12,
,,,PHASE III,,,,
2115,60545 WEST 156TH STREET,,10032,WASHINGTON HEIGHTS REHAB,HARLEM RIVER,12BOILER,
,,,PHASE III,,,,
2116,331968 AMSTERDAM AVENUE,,10032,MARSHALL PLAZA,HARLEM RIVER,12,
2116,331970 AMSTERDAM AVENUE,,10032,MARSHALL PLAZA,HARLEM RIVER,12SENIOR CENTER/ BOILER/ LAUNDRY,
,,,,,,,ROOM
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,394
MANHATTAN,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,MANHATTAN
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
2121,51500 WEST 164TH STREET,,10032,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12TENANT ASSOCIATION ROOM/,
,,,PHASE III,,,,BOILER/ SATELLITE STOREROOM
,,,,,,,FOR MAINTENANCE SUPPLIES
2132,472340 AMSTERDAM AVENUE,,10033,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12BOILER/ AFTER SCHOOL PROGRAM,
,,,,(GROUPS 1&2),,,
2132,472346 AMSTERDAM AVENUE,,10033,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12,
,,,,(GROUPS 1&2),,,
2132,47501 WEST 176TH STREET,,10033,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12,
,,,,(GROUPS 1&2),,,
2132,47500 WEST 177TH STREET,,10033,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12SATELLITE STOREROOM FOR,
,,,,(GROUPS 1&2),,,MAINTENANCE SUPPLIES
2132,80514 WEST 176TH STREET,,10033,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12BOILER,
,,,,PHASE IV (D),,,
2132,82510 WEST 176TH STREET,,10033,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12BOILER,
,,,,PHASE IV (D),,,
2132,84506 WEST 176TH STREET,,10033,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12BOILER,
,,,,PHASE IV (C),,,
2132,94509 WEST 176TH STREET,,10033,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12BOILER,
,,,,(GROUPS 1&2),,,
2132,100 506 WEST 177TH STREET,,10033,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12BOILER,
,,,,(GROUPS 1&2),,,
2132,100 514 WEST 177TH STREET,,10033,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12,
,,,,(GROUPS 1&2),,,
2132,106 502 WEST 177TH STREET,,10033,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12BOILER,
,,,,PHASE IV (C),,,
2132,110 503 WEST 177TH STREET,,10033,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12BOILER,
,,,,(GROUPS 1&2),,,
2132,114 511 WEST 177TH STREET,,10033,WASHINGTON HEIGHTS REHAB,FORT WASHINGTON,12,
,,,,(GROUPS 1&2),,,
2136,235 99 FORT WASHINGTON,,10032,FORT WASHINGTON AVENUE REHAB,FORT WASHINGTON,12DEVELOPMENT MANAGEMENT,
,,AVENUE,,,,,OFFICE/ SENIOR CENTER /
,,,,,,,"COMMERCIAL SPACE (STORES #1, 2)"
,,,,,,,IS USED BY HEALTH CLINIC/ MAIN
,,,,,,,STOREROOM IS USED FOR
,,,,,,,MAINTENANCE/ PLUMBING AND
,,,,,,,HEATING SUPPLIES STOREROOM/
,,,,,,,LAUNDRY ROOM
2136,235 99 FORT WASHINGTON,,10032,FORT WASHINGTON AVENUE REHAB,FORT WASHINGTON,12BOILER,
,,AVENUE,,,,,
2216,,13716 10TH AVENUE,10034,DYCKMAN,DYCKMAN,12,
2216,,13732 10TH AVENUE,10034,DYCKMAN,DYCKMAN,12DAY CARE CENTER,
2216,,13736 10TH AVENUE,10034,DYCKMAN,DYCKMAN,12,
2216,,13754 10TH AVENUE,10034,DYCKMAN,DYCKMAN,12SENIOR CENTER,
2216,,13758 10TH AVENUE,10034,DYCKMAN,DYCKMAN,12LAUNDRY ROOM/ JANITORIAL,
,,,,,,,STORAGE ROOM
2216,,13764 10TH AVENUE,10034,DYCKMAN,DYCKMAN,12,
2216,,13782 10TH AVENUE,10034,DYCKMAN,DYCKMAN,12COMMUNITY CENTER,
2216,,13784 10TH AVENUE,10034,DYCKMAN,DYCKMAN,12,
2216,,13790 10TH AVENUE,10034,DYCKMAN,DYCKMAN,12,
2216,,13798 10TH AVENUE,10034,DYCKMAN,DYCKMAN,12BOILER,
2216,,1175 NAGLE AVENUE,10034,DYCKMAN,DYCKMAN,12CHILD HEALTH CLINIC,
2216,,1177 NAGLE AVENUE,10034,DYCKMAN,DYCKMAN,12,
2216,,1193 NAGLE AVENUE,10034,DYCKMAN,DYCKMAN,12,
2216,,1195 NAGLE AVENUE,10034,DYCKMAN,DYCKMAN,12SECONDARY STORAGE ROOM,
2216,,1209 NAGLE AVENUE,10034,DYCKMAN,DYCKMAN,12,
2216,,1213 NAGLE AVENUE,10034,DYCKMAN,DYCKMAN,12,
2216,,1215 NAGLE AVENUE,10034,DYCKMAN,DYCKMAN,12DEVELOPMENT MANAGEMENT,
,,,,,,,OFFICE/ ROOFTOP LEASE LOCATION/
,,,,,,,MAIN STORAGE ROOM
NOTE:,CD = Community District,,Block = Tax Block,Lot = Tax Lot,,,395
MANHATTAN,,,,,,,
NYCHA PROPERTY DIRECTORY,,,,,,,QUEENS
BLOCK and LOT GUIDE,,,,,,,
BLOCK,LOT,ADDRESS,ZIP CODE,DEVELOPMENT,MANAGED BY,CD#,FACILITY
62,4611-15 50TH AVENUE,,11101,NON DEVELOPMENT FACILITY,RENTED PROPERTY,,2PARKING LOT FOR CENTRAL
,,,,,,,WAREHOUSE LOCATED AT 23-02
,,,,,,,49TH AVENUE
71,124 23-02 49TH AVENUE,,11101,NON DEVELOPMENT FACILITY,RENTED PROPERTY,,2CENTRAL WAREHOUSE/ TECH
,,,,,,,SERVICES/ SKILLED TRADES/
,,,,,,,ELEVATOR DIV./ ESD/ RECORDS/
,,,,,,,CENTRAL CALL CENTER (CCC)
104,999 24-00 50TH AVENUE,,11101,NON DEVELOPMENT FACILITY,RENTED PROPERTY,,2PARKING LOT FOR CENTRAL
,,,,,,,WAREHOUSE LOCATED AT 23-02
,,,,,,,49TH AVENUE
332,,235-37 12TH STREET,11106,RAVENSWOOD,RAVENSWOOD,1,
332,,235-53 12TH STREET,11106,RAVENSWOOD,RAVENSWOOD,1,
332,,235-19 12TH STREET,11106,RAVENSWOOD,RAVENSWOOD,1,
332,,235-03 12TH STREET,11106,RAVENSWOOD,RAVENSWOOD,1,
332,,235-32 21ST STREET,11106,RAVENSWOOD,RAVENSWOOD,,1DAY CARE CENTER
332,,235-34 21ST STREET,11106,RAVENSWOOD,RAVENSWOOD,1,
332,,235-40 21ST STREET,11106,RAVENSWOOD,RAVENSWOOD,,1COMMUNITY CENTER
332,,235-50 21ST STREET,11106,RAVENSWOOD,RAVENSWOOD,1,
332,,235-20 21ST STREET,11106,RAVENSWOOD,RAVENSWOOD,,1CABINET STORAGE/ JANITORIAL
,,,,,,,STORAGE
332,,235-06 21ST STREET,11106,RAVENSWOOD,RAVENSWOOD,1,
332,,212-22 35TH AVENUE,11106,RAVENSWOOD,RAVENSWOOD,1,
332,,212-50 35TH AVENUE,11106,RAVENSWOOD,RAVENSWOOD,1,
332,,214-01 36TH AVENUE,11106,RAVENSWOOD,RAVENSWOOD,,1IHAD LITERACY PROGRAM/ROOFTOP
,,,,,,,LEASE LOCATION
332,,212-15 36TH AVENUE,11106,RAVENSWOOD,RAVENSWOOD,1,
