Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 09/21  23:00:00,40.2859161206,3.96121715823,0.759339773122,0.0,9.17985065927,19.4245,14.1167224745,0.0,8.3497,5.76702247447
 09/21  24:00:00,22.8187778356,3.96121715823,0.0,0.0,4.58992532963,8.1892,7.56303982539,0.183566762632,3.33988,4.03959306276
 09/22  01:00:00,15.0206859549,0.0,0.0,0.0,1.52997510988,7.4902,3.93197625164,0.0,3.33988,0.59209625164
 09/22  02:00:00,15.0435516883,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 09/22  03:00:00,15.0557669311,0.0,0.0,0.0,1.52997510988,7.4902,3.93195632918,0.0,3.33988,0.592076329183
 09/22  04:00:00,15.8514662923,0.0,0.0,0.0,1.52997510988,7.4902,3.35988,0.0,3.33988,0.02
 09/22  05:00:00,23.5865540858,3.96121715823,0.00321607205823,0.0,4.58992532963,8.1892,9.22092582239,0.279143598169,8.3497,0.592082224225
 09/22  06:00:00,38.2035196595,3.96121715823,0.0585233809085,0.0,9.17985065927,19.4245,19.5870304324,0.0,16.6994,2.88763043244
 09/22  07:00:00,43.6598777482,3.96121715823,1.54805170629,0.0,9.17985065927,26.9147,37.8023254821,0.0,25.0491,12.7532254821
 09/22  08:00:00,43.8671805716,3.96121715823,1.76071102359,0.0,9.17985065927,26.9147,45.5593078849,0.0,33.3988,12.1605078849
 09/22  09:00:00,35.2245032603,3.96121715823,0.616008583258,0.0,9.17985065927,19.4245,34.3005291617,0.0,25.0491,9.25142916166
 09/22  10:00:00,43.0472896507,3.96121715823,0.956661562131,0.0,9.17985065927,26.9147,50.4141861591,0.0,41.7485,8.66568615907
 09/22  11:00:00,44.4923692487,3.96121715823,1.68543249783,0.0,9.17985065927,26.9147,51.5779959393,0.0,41.7485,9.82949593929
