Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 07/19  17:00:00,1469.9407387,168.291618265,484.729062619,0.0,243.2593065,310.10971186,107.792026308,5.36592369125,84.9700494144,17.4560532028
 07/19  18:00:00,1136.19117816,96.4632693683,488.400524879,0.0,166.938926447,199.110933808,129.193240063,26.8134831775,84.9700494144,17.409707471
 07/19  19:00:00,1130.88635659,96.4632693683,489.773707304,0.0,166.938926447,191.61365848,111.512866465,46.1530844307,56.6466996096,8.71308242466
 07/19  20:00:00,1007.94754484,96.4632693683,489.240612207,0.0,100.150657288,124.558693486,163.791592213,89.7369298784,56.6466996096,17.4079627251
 07/19  21:00:00,972.664082514,96.4632693683,489.714707704,0.0,100.150657288,124.558693486,182.45329098,131.271790821,42.4850247072,8.69647545133
 07/19  22:00:00,904.737522703,96.4632693683,489.528459287,0.0,46.0930336215,124.558693486,216.194070609,170.501980173,28.3233498048,17.3687406317
 07/19  23:00:00,905.583434032,96.4632693683,489.561138851,0.0,46.0930336215,124.558693486,225.467461817,202.611350253,14.1616749024,8.69443666144
 07/19  24:00:00,883.372258937,96.4632693683,482.467335667,0.0,46.0930336215,113.312780494,249.07141011,234.712252568,5.66466996096,8.6944875812
 07/20  01:00:00,876.212121575,96.4632693683,478.061317306,0.0,46.0930336215,113.312780494,279.19067431,256.157071995,5.66466996096,17.3689323545
 07/20  02:00:00,873.750989825,96.4632693683,477.300102684,0.0,46.0930336215,113.312780494,290.779212184,276.4200704,5.66466996096,8.69447182308
 07/20  03:00:00,872.969184901,96.4632693683,477.127605742,0.0,46.0930336215,113.312780494,302.287783101,287.928615174,5.66466996096,8.69449796618
 07/20  04:00:00,963.524586125,96.4632693683,477.240777465,0.0,100.150657288,148.969399434,296.470270222,273.436510758,5.66466996096,17.3690895035
 07/20  05:00:00,967.139775053,101.220634983,477.653663157,0.0,100.150657288,149.894399434,390.085731128,367.229455671,14.1616749024,8.69460055474
 07/20  06:00:00,1196.64748551,108.88531398,478.862143208,0.0,176.471037341,302.612436532,275.693312338,238.675325988,28.3233498048,8.69463654492
 07/20  07:00:00,1326.64931447,115.031011474,479.497851966,0.0,243.2593065,310.10971186,288.018651047,219.292864486,42.4850247072,26.240761854
 07/20  08:00:00,1374.60557492,118.401174715,481.579200826,0.0,243.2593065,310.10971186,267.445295584,193.225052007,56.6466996096,17.5735439666
 07/20  09:00:00,1419.85597315,124.089911622,485.774578513,0.0,243.2593065,302.612436532,232.79967012,155.079175211,42.4850247072,35.2354702021
 07/20  10:00:00,1434.45520136,131.745384244,485.179393356,0.0,243.2593065,310.10971186,215.980533808,118.608388162,70.808374512,26.563771134
 07/20  11:00:00,1444.53220955,140.852105604,485.104193536,0.0,243.2593065,310.10971186,190.783806477,84.5149239242,70.808374512,35.4605080409
 07/20  12:00:00,1408.73011334,147.125493063,484.877266665,0.0,243.2593065,310.10971186,155.748810373,58.4568951551,70.808374512,26.4835407057
 07/20  13:00:00,1447.81036976,152.803227369,484.933313868,0.0,243.2593065,302.612436532,124.80990266,32.6989478292,56.6466996096,35.4642552213
 07/20  14:00:00,1456.13515536,160.897346889,485.031966557,0.0,243.2593065,302.612436532,92.4427081164,14.5567756025,42.4850247072,35.4009078067
 07/20  15:00:00,1463.27564491,167.701280873,485.292740734,0.0,243.2593065,302.612436532,85.4441766643,2.283542606,56.6466996096,26.5139344487
 07/20  16:00:00,1474.657032,172.145980962,485.553062897,0.0,243.2593065,310.10971186,111.372205465,0.0,84.9700494144,26.402156051
 07/20  17:00:00,1477.86958416,175.298696134,485.569648507,0.0,243.2593065,310.10971186,102.425327437,0.0,84.9700494144,17.4552780225
 07/20  18:00:00,1136.20506802,96.4632693683,488.26153235,0.0,166.938926447,199.110933808,109.467195209,7.08785092593,84.9700494144,17.4092948685
 07/20  19:00:00,1130.52662861,96.4632693683,489.188439071,0.0,166.938926447,191.61365848,80.6165974775,15.2572045607,56.6466996096,8.71269330728
 07/20  20:00:00,1007.72848697,96.4632693683,488.792208174,0.0,100.150657288,124.558693486,108.621113327,34.5672904088,56.6466996096,17.407123309
 07/20  21:00:00,972.391372108,96.4632693683,489.253217237,0.0,100.150657288,124.558693486,95.1576445747,43.9765664486,42.4850247072,8.69605341882
 07/20  22:00:00,904.796085769,96.4632693683,489.481569279,0.0,46.0930336215,124.558693486,111.084399916,65.3931659734,28.3233498048,17.367884138
 07/20  23:00:00,905.478178052,96.4632693683,489.391586128,0.0,46.0930336215,124.558693486,110.506150654,87.6504788997,14.1616749024,8.69399685213
 07/20  24:00:00,892.431210745,96.4632693683,488.663134462,0.0,46.0930336215,113.312780494,115.071288588,100.712579966,5.66466996096,8.69403866154
 07/21  01:00:00,893.371146373,96.4632693683,489.633586612,0.0,46.0930336215,113.312780494,142.682216891,119.649533288,5.66466996096,17.3680136422
 07/21  02:00:00,893.860055004,96.4632693683,490.116033236,0.0,46.0930336215,113.312780494,184.63963734,170.280966415,5.66466996096,8.694000965
 07/21  03:00:00,890.406886711,96.4632693683,487.621712846,0.0,46.0930336215,113.312780494,253.936107428,239.577419061,5.66466996096,8.69401840614
 07/21  04:00:00,966.136279414,96.4632693683,475.574707372,0.0,100.150657288,148.969399434,288.451658058,265.418884539,5.66466996096,17.3681035582
 07/21  05:00:00,967.638237292,103.92156053,474.467746615,0.0,100.150657288,149.894399434,400.410139153,377.55437016,14.1616749024,8.69409409067
 07/21  06:00:00,1192.4427457,111.181638541,474.199694454,0.0,176.471037341,302.612436532,296.119000071,259.101529225,28.3233498048,8.69412104158
 07/21  07:00:00,1322.3409432,116.677162673,475.791529693,0.0,243.2593065,310.10971186,297.456931355,228.732922972,42.4850247072,26.2389836759
 07/21  08:00:00,1371.42901896,120.471914944,478.087539841,0.0,243.2593065,310.10971186,266.600444898,192.381642679,56.6466996096,17.5721026091
 07/21  09:00:00,1424.50853157,130.76240899,484.064663376,0.0,243.2593065,302.612436532,207.41448922,138.498054295,42.4850247072,26.4314102175
 07/21  10:00:00,1446.44309528,143.943658962,484.82625529,0.0,243.2593065,310.10971186,191.240311002,85.0228116559,70.808374512,35.4091248341
 07/21  11:00:00,1453.7879727,150.07280504,485.00104291,0.0,243.2593065,310.10971186,156.94653293,50.6813342732,70.808374512,35.4568241451
